,cell_names,drug_names,area_under_dose_curve
10433,KE97,dexamethasone,3.037
10434,KMS11,dexamethasone,3.229
10435,RPMI8226,dexamethasone,3.392
10436,LP1,dexamethasone,4.061
10437,A549,dexamethasone,4.562
10438,GDM1,dexamethasone,4.748
10439,NCIH1944,dexamethasone,4.853
10440,SNU1040,dexamethasone,4.888
10441,SNU840,dexamethasone,4.975
10442,NCIH2023,dexamethasone,5.013
10443,NCIH1666,dexamethasone,5.079
10444,SUDHL4,dexamethasone,5.095
10445,WSUDLCL2,dexamethasone,5.119
10446,NUDUL1,dexamethasone,5.203
10447,NCIH1437,dexamethasone,5.242
10448,COV644,dexamethasone,5.345
10449,OCIAML3,dexamethasone,5.364
10450,EBC1,dexamethasone,5.375
10451,KP3,dexamethasone,5.475
10452,SKM1,dexamethasone,5.558
10453,KYSE450,dexamethasone,5.571
10454,SKLU1,dexamethasone,5.662
10455,MSTO211H,dexamethasone,5.718
10456,MCF7,dexamethasone,5.753
10457,RMUGS,dexamethasone,5.838
10458,NOMO1,dexamethasone,5.86
10459,NUGC4,dexamethasone,5.915
10460,NCIH1573,dexamethasone,5.938
10461,KYSE410,dexamethasone,5.943
10462,HPAC,dexamethasone,5.99
10463,CAPAN2,dexamethasone,5.991
10464,HCC78,dexamethasone,5.992
10465,NCIH596,dexamethasone,6.016
10466,HCC1359,dexamethasone,6.027
10467,LC1SQSF,dexamethasone,6.055
10468,PANC0327,dexamethasone,6.106
10469,HT,dexamethasone,6.148
10470,HARA,dexamethasone,6.156
10471,JHOS4,dexamethasone,6.179
10472,NCIH82,dexamethasone,6.192
10473,HUPT4,dexamethasone,6.205
10474,DMS273,dexamethasone,6.212
10475,5637,dexamethasone,6.215
10476,CHAGOK1,dexamethasone,6.246
10477,NCIH1568,dexamethasone,6.26
10478,NCIH2405,dexamethasone,6.287
10479,CAOV3,dexamethasone,6.301
10480,NCIH1694,dexamethasone,6.325
10481,EJM,dexamethasone,6.332
10482,LN229,dexamethasone,6.334
10483,KMBC2,dexamethasone,6.367
10484,NCIH1792,dexamethasone,6.383
10485,U937,dexamethasone,6.386
10486,OVCAR8,dexamethasone,6.398
10487,RMGI,dexamethasone,6.4
10488,G401,dexamethasone,6.426
10489,MFE319,dexamethasone,6.431
10490,NCIH1930,dexamethasone,6.455
10491,U2OS,dexamethasone,6.456
10492,ISHIKAWAHERAKLIO02ER,dexamethasone,6.459
10493,GAMG,dexamethasone,6.46
10494,NCIH2122,dexamethasone,6.49
10495,OVK18,dexamethasone,6.491
10496,HT29,dexamethasone,6.499
10497,SKMEL1,dexamethasone,6.51
10498,NCIH1048,dexamethasone,6.511
10499,RCC10RGB,dexamethasone,6.513
10500,RERFLCKJ,dexamethasone,6.549
10501,CFPAC1,dexamethasone,6.551
10502,CAL12T,dexamethasone,6.553
10503,SW48,dexamethasone,6.582
10504,PC3,dexamethasone,6.583
10505,JHUEM2,dexamethasone,6.585
10506,NCIH2286,dexamethasone,6.587
10507,KNS62,dexamethasone,6.594
10508,HCC15,dexamethasone,6.603
10509,HEC265,dexamethasone,6.611
10510,SKMEL28,dexamethasone,6.628
10511,RKO,dexamethasone,6.631
10512,HEC151,dexamethasone,6.631
10513,NCIH2030,dexamethasone,6.633
10514,MKN7,dexamethasone,6.633
10515,IGROV1,dexamethasone,6.65
10516,HCC827,dexamethasone,6.654
10517,UMUC3,dexamethasone,6.661
10518,NCIH2052,dexamethasone,6.663
10519,RT4,dexamethasone,6.665
10520,SW403,dexamethasone,6.674
10521,HCC44,dexamethasone,6.675
10522,NCIH23,dexamethasone,6.679
10523,SNU398,dexamethasone,6.686
10524,LU65,dexamethasone,6.691
10525,NCIH1793,dexamethasone,6.71
10526,OVKATE,dexamethasone,6.732
10527,THP1,dexamethasone,6.739
10528,LS123,dexamethasone,6.743
10529,MKN74,dexamethasone,6.743
10530,SNU449,dexamethasone,6.745
10531,HT1376,dexamethasone,6.749
10532,NCIH28,dexamethasone,6.751
10533,MDST8,dexamethasone,6.762
10534,NCIH522,dexamethasone,6.764
10535,NCIH841,dexamethasone,6.768
10536,EPLC272H,dexamethasone,6.772
10537,HEC59,dexamethasone,6.781
10538,EFO27,dexamethasone,6.787
10539,NCIH1755,dexamethasone,6.79
10540,CW2,dexamethasone,6.793
10541,HEYA8,dexamethasone,6.794
10542,G361,dexamethasone,6.815
10543,HS936T,dexamethasone,6.815
10544,HEC251,dexamethasone,6.818
10545,LOVO,dexamethasone,6.818
10546,SCC9,dexamethasone,6.821
10547,NCIH1105,dexamethasone,6.836
10548,HT115,dexamethasone,6.842
10549,KYSE140,dexamethasone,6.846
10550,HT55,dexamethasone,6.867
10551,KM12,dexamethasone,6.874
10552,HCC33,dexamethasone,6.879
10553,COLO320,dexamethasone,6.881
10554,LCLC103H,dexamethasone,6.885
10555,CORL88,dexamethasone,6.891
10556,CL34,dexamethasone,6.892
10557,A375,dexamethasone,6.893
10558,CORL279,dexamethasone,6.893
10559,SNUC4,dexamethasone,6.902
10560,VMRCRCW,dexamethasone,6.904
10561,HEPG2,dexamethasone,6.905
10562,NCIH727,dexamethasone,6.907
10563,OV7,dexamethasone,6.913
10564,HCC2108,dexamethasone,6.913
10565,SKOV3,dexamethasone,6.913
10566,NCIH508,dexamethasone,6.914
10567,COV318,dexamethasone,6.919
10568,RCM1,dexamethasone,6.933
10569,NCIH1836,dexamethasone,6.945
10570,SNGM,dexamethasone,6.955
10571,SNU61,dexamethasone,6.956
10572,FU97,dexamethasone,6.957
10573,SHP77,dexamethasone,6.976
10574,HS852T,dexamethasone,6.989
10575,COV434,dexamethasone,6.996
10576,KLE,dexamethasone,7.001
10577,SW620,dexamethasone,7.008
10578,LS411N,dexamethasone,7.01
10579,NCIH661,dexamethasone,7.018
10580,NCIH1876,dexamethasone,7.036
10581,DLD1,dexamethasone,7.036
10582,OVCAR4,dexamethasone,7.045
10583,SW480,dexamethasone,7.047
10584,OVMANA,dexamethasone,7.053
10585,NCIH460,dexamethasone,7.057
10586,SUIT2,dexamethasone,7.059
10587,NCIH1355,dexamethasone,7.061
10588,NCIH1299,dexamethasone,7.071
10589,SNU175,dexamethasone,7.071
10590,HCT116,dexamethasone,7.074
10591,PATU8902,dexamethasone,7.078
10592,NCIH2342,dexamethasone,7.08
10593,HCC4006,dexamethasone,7.083
10594,C2BBE1,dexamethasone,7.085
10595,HCT8,dexamethasone,7.088
10596,COLO678,dexamethasone,7.094
10597,NCIH1963,dexamethasone,7.1
10598,SNUC5,dexamethasone,7.108
10599,COLO205,dexamethasone,7.114
10600,NCIH1373,dexamethasone,7.117
10601,T3M10,dexamethasone,7.122
10602,COLO741,dexamethasone,7.126
10603,JHOC5,dexamethasone,7.128
10604,SCLC21H,dexamethasone,7.129
10605,CL40,dexamethasone,7.135
10606,A2780,dexamethasone,7.138
10607,DV90,dexamethasone,7.144
10608,VMRCLCD,dexamethasone,7.155
10609,HEC108,dexamethasone,7.159
10610,NCIH1975,dexamethasone,7.181
10611,TYKNU,dexamethasone,7.185
10612,COLO668,dexamethasone,7.186
10613,OAW42,dexamethasone,7.193
10614,CALU6,dexamethasone,7.197
10615,NCIH2172,dexamethasone,7.203
10616,NCIH441,dexamethasone,7.206
10617,HEC6,dexamethasone,7.207
10618,SKCO1,dexamethasone,7.224
10619,JHOM1,dexamethasone,7.226
10620,NCIH2029,dexamethasone,7.237
10621,RKN,dexamethasone,7.26
10622,CORL23,dexamethasone,7.263
10623,SH10TC,dexamethasone,7.266
10624,EFO21,dexamethasone,7.293
10625,OV90,dexamethasone,7.293
10626,NCIH2126,dexamethasone,7.303
10627,LS180,dexamethasone,7.304
10628,NCIH1915,dexamethasone,7.307
10629,SNUC2A,dexamethasone,7.314
10630,SKMEL5,dexamethasone,7.335
10631,LXF289,dexamethasone,7.369
10632,NCIH2009,dexamethasone,7.375
10633,NCIH810,dexamethasone,7.398
10634,SQ1,dexamethasone,7.413
10635,HCC2935,dexamethasone,7.439
10636,SW948,dexamethasone,7.44
10637,NCIH1435,dexamethasone,7.463
10638,LU99,dexamethasone,7.485
10639,CORL51,dexamethasone,7.491
10640,HSC2,dexamethasone,7.494
10641,BEN,dexamethasone,7.507
10642,LS513,dexamethasone,7.526
10643,NCIH2081,dexamethasone,7.568
10644,SNU81,dexamethasone,7.573
10645,CALU3,dexamethasone,7.61
10646,HCC1195,dexamethasone,7.612
10647,HCC1833,dexamethasone,7.653
10648,COV362,dexamethasone,7.656
10649,NCIH1781,dexamethasone,7.681
10650,NCIH2141,dexamethasone,7.683
10651,NCIH358,dexamethasone,7.688
10652,NCIH650,dexamethasone,7.759
10653,PL21,dexamethasone,7.76
10654,GP2D,dexamethasone,7.77
10655,MOLM16,dexamethasone,7.812
10656,HS944T,dexamethasone,7.928
10657,QGP1,dexamethasone,7.995
10658,KU812,dexamethasone,8.06
10659,AGS,dexamethasone,8.083
10660,SF295,dexamethasone,8.207
10661,NCIH3255,dexamethasone,8.243
10662,HT1080,dexamethasone,8.306
10663,MC116,dexamethasone,8.382
10664,PANC1005,dexamethasone,8.434
10665,LCLC97TM1,dexamethasone,9.09
10666,NCIH2110,dexamethasone,9.213
10667,AMO1,dexamethasone,9.246
10668,JHH6,dexamethasone,10.525
10669,SKM1,ELCPK,1.746
10670,WSUDLCL2,ELCPK,1.946
10671,KMS11,ELCPK,1.984
10672,OCIAML3,ELCPK,2.338
10673,NUDUL1,ELCPK,2.539
10674,JHUEM2,ELCPK,2.579
10675,NCIH1876,ELCPK,2.663
10676,PL21,ELCPK,2.704
10677,GDM1,ELCPK,2.785
10678,A375,ELCPK,2.955
10679,EJM,ELCPK,2.964
10680,HEC151,ELCPK,2.976
10681,AMO1,ELCPK,3.119
10682,NCIH2122,ELCPK,3.151
10683,NCIH841,ELCPK,3.154
10684,U937,ELCPK,3.155
10685,MOLM16,ELCPK,3.223
10686,SNU175,ELCPK,3.24
10687,OVCAR4,ELCPK,3.278
10688,KM12,ELCPK,3.281
10689,OVCAR8,ELCPK,3.303
10690,HCC4006,ELCPK,3.304
10691,HT115,ELCPK,3.352
10692,RPMI8226,ELCPK,3.385
10693,NCIH2081,ELCPK,3.412
10694,NCIH596,ELCPK,3.422
10695,OVKATE,ELCPK,3.514
10696,SNU81,ELCPK,3.523
10697,RKO,ELCPK,3.528
10698,LOVO,ELCPK,3.568
10699,NOMO1,ELCPK,3.64
10700,SUDHL5,ELCPK,3.667
10701,HCT116,ELCPK,3.7
10702,RMUGS,ELCPK,3.705
10703,HT1080,ELCPK,3.748
10704,LS180,ELCPK,3.801
10705,NCIH1694,ELCPK,3.851
10706,SCLC21H,ELCPK,3.856
10707,SNUC5,ELCPK,3.864
10708,NCIH1836,ELCPK,3.874
10709,NCIH1963,ELCPK,3.878
10710,OVK18,ELCPK,4.011
10711,THP1,ELCPK,4.043
10712,JHOM1,ELCPK,4.051
10713,AGS,ELCPK,4.068
10714,NCIH508,ELCPK,4.106
10715,NCIH2141,ELCPK,4.154
10716,HCC2108,ELCPK,4.23
10717,HCC15,ELCPK,4.246
10718,A2780,ELCPK,4.278
10719,SW948,ELCPK,4.286
10720,MCF7,ELCPK,4.383
10721,TYKNU,ELCPK,4.389
10722,SNUC4,ELCPK,4.455
10723,SKMEL1,ELCPK,4.47
10724,RKN,ELCPK,4.503
